Ticket ID,Ticket Status,Ticket Priority,Date of Purchase,Time to Resolution,Lifespan_Hours
3828,Closed,High,2021-02-28,2023-06-01 01:08:37,19753.14361111111
3829,Pending Customer Response,Medium,2021-01-16,,
3830,Closed,High,2020-04-03,2023-06-01 14:26:40,27710.444444444445
3831,Closed,Low,2021-04-01,2023-06-01 14:16:42,18998.278333333332
3832,Open,High,2021-03-17,,
3833,Closed,Medium,2021-11-13,2023-06-01 12:34:44,13572.57888888889
3834,Closed,Critical,2020-01-17,2023-06-01 13:02:46,29557.04611111111
3835,Closed,Low,2020-12-11,2023-06-01 11:52:47,21659.879722222224
3836,Pending Customer Response,Critical,2021-07-15,,
3837,Closed,Medium,2021-01-03,2023-06-01 01:29:48,21097.496666666666
3838,Open,High,2021-04-18,,
3839,Open,High,2021-12-09,,
3840,Pending Customer Response,Low,2020-08-19,,
3841,Pending Customer Response,High,2021-08-01,,
3842,Pending Customer Response,Critical,2021-11-21,,
3843,Open,High,2021-01-06,,
3844,Closed,Critical,2020-08-31,2023-06-01 18:01:59,24114.033055555556
3845,Closed,Medium,2021-10-24,2023-06-01 17:25:00,14057.416666666666
3846,Open,Medium,2021-07-13,,
3847,Open,High,2021-03-05,,
3848,Closed,Critical,2020-06-19,2023-06-01 02:44:04,25850.734444444446
3849,Open,High,2021-10-24,,
3850,Pending Customer Response,Low,2021-06-08,,
3851,Pending Customer Response,Critical,2020-10-21,,
3852,Closed,High,2021-12-22,2023-06-01 09:03:10,12633.052777777777
3853,Pending Customer Response,Medium,2021-01-29,,
3854,Closed,Low,2020-09-25,2023-06-01 04:59:12,23500.986666666668
3855,Open,Critical,2021-10-13,,
3856,Open,Critical,2021-04-23,,
3857,Open,Medium,2021-12-08,,
3858,Pending Customer Response,High,2020-01-17,,
3859,Closed,Medium,2020-10-18,2023-06-01 08:38:19,22952.63861111111
3860,Closed,High,2020-04-21,2023-06-01 03:42:21,27267.705833333333
3861,Closed,Critical,2021-06-14,2023-06-01 00:34:21,17208.5725
3862,Open,Medium,2021-05-14,,
3863,Closed,Critical,2021-05-23,2023-06-01 10:14:24,17746.24
3864,Closed,Low,2021-07-09,2023-06-01 12:27:25,16620.456944444446
3865,Open,Critical,2021-03-09,,
3866,Pending Customer Response,High,2020-03-17,,
3867,Closed,Low,2020-09-18,2023-06-01 13:51:28,23677.85777777778
3868,Closed,Medium,2020-07-04,2023-06-01 12:11:30,25500.191666666666
3869,Open,High,2021-05-23,,
3870,Pending Customer Response,Low,2020-10-02,,
3871,Closed,Critical,2020-02-25,2023-06-01 07:04:34,28615.07611111111
3872,Open,Low,2020-07-11,,
3873,Closed,Medium,2021-10-25,2023-06-01 17:22:38,14033.377222222221
3874,Open,Low,2021-08-10,,
3875,Closed,Low,2020-04-16,2023-06-01 04:17:40,27388.294444444444
3876,Open,Low,2021-06-08,,
3877,Closed,Critical,2020-09-24,2023-06-01 16:32:43,23536.54527777778
3878,Open,Critical,2020-07-24,,
3879,Pending Customer Response,Critical,2020-10-12,,
3880,Open,Critical,2021-06-06,,
3881,Open,Low,2021-09-01,,
3882,Closed,High,2020-01-02,2023-06-01 06:26:47,29910.44638888889
3883,Pending Customer Response,Low,2021-04-13,,
3884,Open,Medium,2020-02-16,,
3885,Pending Customer Response,High,2020-11-17,,
3886,Open,Medium,2021-02-17,,
3887,Open,Low,2020-07-28,,
3888,Closed,Low,2020-01-29,2023-06-01 11:30:55,29267.515277777777
3889,Closed,Critical,2020-08-28,2023-06-01 17:00:57,24185.015833333335
3890,Closed,Medium,2020-01-18,2023-06-01 23:08:59,29543.14972222222
3891,Pending Customer Response,High,2021-04-06,,
3892,Closed,Medium,2020-08-21,2023-06-01 02:12:02,24338.200555555555
3893,Pending Customer Response,Critical,2021-03-26,,
3894,Closed,Critical,2021-11-03,2023-06-01 11:59:05,13811.984722222222
3895,Open,Critical,2021-01-15,,
3896,Closed,High,2021-08-13,2023-05-31 23:23:07,15767.385277777777
3897,Open,High,2020-01-13,,
3898,Closed,Medium,2020-06-10,2023-06-01 05:05:11,26069.08638888889
3899,Pending Customer Response,Low,2020-05-27,,
3900,Pending Customer Response,High,2020-08-17,,
3901,Open,Medium,2021-04-18,,
3902,Pending Customer Response,High,2020-10-21,,
3903,Open,Critical,2020-02-10,,
3904,Closed,Critical,2021-11-29,2023-06-01 10:22:19,13186.371944444445
3905,Pending Customer Response,Critical,2020-10-03,,
3906,Closed,Critical,2021-01-17,2023-06-01 02:59:23,20762.98972222222
3907,Closed,Critical,2020-01-31,2023-06-01 18:03:23,29226.05638888889
3908,Open,High,2020-08-30,,
3909,Closed,High,2021-03-11,2023-06-01 07:43:25,19495.723611111112
3910,Closed,High,2021-08-26,2023-06-01 19:35:26,15475.590555555556
3911,Closed,Critical,2021-02-09,2023-06-01 01:20:27,20209.340833333332
3912,Open,Low,2021-04-04,,
3913,Closed,High,2020-01-30,2023-06-01 20:24:30,29252.408333333333
3914,Closed,High,2021-03-31,2023-06-01 08:58:31,19016.97527777778
3915,Pending Customer Response,High,2020-02-08,,
3916,Open,Low,2020-12-10,,
3917,Closed,Critical,2020-07-31,2023-06-01 14:36:35,24854.609722222223
3918,Closed,Medium,2020-02-10,2023-06-01 03:07:36,28971.126666666667
3919,Open,High,2020-04-20,,
3920,Closed,Medium,2020-09-25,2023-06-01 06:18:39,23502.310833333333
3921,Open,Medium,2021-07-18,,
3922,Pending Customer Response,Medium,2021-02-18,,
3923,Pending Customer Response,Low,2020-08-23,,
3924,Open,Medium,2021-06-25,,
3925,Pending Customer Response,Medium,2020-07-01,,
3926,Pending Customer Response,Low,2021-01-12,,
3927,Closed,Critical,2020-08-15,2023-06-01 11:36:48,24491.613333333335
3928,Pending Customer Response,Low,2020-12-08,,
3929,Pending Customer Response,Low,2020-07-25,,
3930,Open,Critical,2021-10-29,,
3931,Open,Low,2021-03-12,,
3932,Closed,High,2021-08-14,2023-06-01 11:11:56,15755.198888888888
3933,Open,High,2020-10-05,,
3934,Pending Customer Response,Medium,2021-05-13,,
3935,Pending Customer Response,Medium,2020-10-10,,
3936,Pending Customer Response,Critical,2020-04-20,,
3937,Pending Customer Response,High,2020-09-23,,
3938,Closed,Medium,2020-10-03,2023-06-01 07:14:05,23311.234722222223
3939,Open,High,2020-09-28,,
3940,Closed,Critical,2020-06-08,2023-06-01 13:49:07,26125.81861111111
3941,Open,Low,2020-10-24,,
3942,Closed,High,2021-04-13,2023-06-01 14:17:10,18710.286111111112
3943,Pending Customer Response,Critical,2021-06-08,,
3944,Closed,High,2020-03-14,2023-06-01 21:39:13,28197.653611111113
3945,Closed,Critical,2020-05-23,2023-06-01 04:14:15,26500.2375
3946,Closed,High,2020-03-26,2023-06-01 16:18:17,27904.304722222223
3947,Closed,High,2021-06-02,2023-06-01 09:28:19,17505.471944444445
3948,Open,Medium,2021-04-15,,
3949,Closed,High,2021-07-24,2023-06-01 07:07:22,16255.122777777779
3950,Pending Customer Response,Critical,2021-07-28,,
3951,Closed,Medium,2021-01-26,2023-06-01 16:38:25,20560.640277777777
3952,Open,Medium,2021-05-11,,
3953,Pending Customer Response,Medium,2021-01-13,,
3954,Open,Medium,2020-10-22,,
3955,Closed,High,2021-09-07,2023-06-01 03:30:30,15171.508333333333
3956,Pending Customer Response,Medium,2021-09-30,,
3957,Open,High,2021-07-16,,
3958,Closed,High,2020-11-26,2023-06-01 03:58:35,22011.97638888889
3959,Open,Low,2020-01-04,,
3960,Open,Critical,2021-06-07,,
3961,Closed,Critical,2021-09-01,2023-06-01 22:18:41,15334.31138888889
3962,Open,Medium,2020-01-05,,
3963,Open,Low,2021-09-05,,
3964,Open,Critical,2021-07-09,,
3965,Pending Customer Response,Low,2021-12-23,,
3966,Closed,High,2021-04-09,2023-06-01 02:00:49,18794.01361111111
3967,Closed,Critical,2020-07-05,2023-06-01 13:08:50,25477.147222222222
3968,Closed,Medium,2021-01-07,2023-06-01 04:15:52,21004.264444444445
3969,Closed,Medium,2020-10-20,2023-06-01 12:34:52,22908.58111111111
3970,Closed,Critical,2020-09-08,2023-06-01 18:41:54,23922.698333333334
3971,Pending Customer Response,Medium,2021-04-30,,
3972,Open,Medium,2020-02-12,,
3973,Open,Critical,2021-07-16,,
3974,Open,Critical,2021-05-17,,
3975,Pending Customer Response,High,2021-07-27,,
3976,Closed,Medium,2020-10-21,2023-06-01 10:19:01,22882.316944444443
3977,Closed,Medium,2021-11-13,2023-06-01 14:25:02,13574.417222222222
3978,Open,High,2020-02-24,,
3979,Open,Critical,2021-11-01,,
3980,Closed,High,2020-05-10,2023-06-01 02:35:06,26810.585
3981,Closed,High,2021-12-13,2023-06-01 19:25:08,12859.41888888889
3982,Pending Customer Response,Medium,2020-02-24,,
3983,Pending Customer Response,Critical,2020-04-19,,
3984,Open,Critical,2020-10-06,,
3985,Closed,Critical,2021-08-20,2023-06-01 16:58:14,15616.970555555556
3986,Open,High,2021-09-29,,
3987,Open,Low,2020-11-07,,
3988,Closed,Critical,2021-07-19,2023-06-01 07:09:19,16375.155277777778
3989,Open,Medium,2020-11-09,,
3990,Pending Customer Response,Critical,2020-03-05,,
3991,Pending Customer Response,High,2021-07-10,,
3992,Closed,Low,2021-08-01,2023-06-01 00:43:25,16056.72361111111
3993,Closed,Critical,2020-01-07,2023-06-01 01:27:27,29785.4575
3994,Open,Low,2020-05-17,,
3995,Open,Low,2020-08-31,,
3996,Closed,Critical,2021-05-21,2023-06-01 14:07:31,17798.125277777777
3997,Closed,Critical,2021-07-20,2023-06-01 20:26:33,16364.4425
3998,Open,High,2021-12-06,,
3999,Closed,High,2021-09-01,2023-05-31 23:27:36,15311.46
4000,Pending Customer Response,Low,2020-04-29,,
4001,Closed,Medium,2021-05-08,2023-06-01 05:20:39,18101.344166666666
4002,Open,Critical,2020-05-11,,
4003,Closed,Medium,2021-11-27,2023-06-01 11:19:41,13235.328055555556
4004,Pending Customer Response,Critical,2021-10-08,,
4005,Closed,Critical,2020-01-29,2023-06-01 01:27:43,29257.461944444443
4006,Closed,Low,2021-07-22,2023-06-01 18:22:45,16314.379166666668
4007,Pending Customer Response,Medium,2020-11-10,,
4008,Pending Customer Response,Medium,2021-11-17,,
4009,Pending Customer Response,Low,2021-06-27,,
4010,Open,Low,2020-07-04,,
4011,Pending Customer Response,Medium,2021-01-14,,
4012,Closed,High,2021-03-02,2023-06-01 07:53:52,19711.897777777776
4013,Pending Customer Response,Medium,2020-01-13,,
4014,Closed,Critical,2021-09-05,2023-05-31 23:38:54,15215.648333333333
4015,Closed,Medium,2021-07-02,2023-06-01 06:36:55,16782.61527777778
4016,Open,Critical,2020-09-04,,
4017,Closed,Low,2021-02-05,2023-06-01 11:19:58,20315.332777777778
4018,Open,Low,2020-08-26,,
4019,Open,Critical,2021-03-26,,
4020,Closed,High,2020-08-03,2023-06-01 22:46:02,24790.76722222222
4021,Open,High,2020-02-06,,
4022,Open,Medium,2020-06-16,,
4023,Closed,Critical,2021-05-16,2023-06-01 07:29:06,17911.485
4024,Pending Customer Response,Critical,2020-11-03,,
4025,Closed,Low,2021-11-28,2023-06-01 09:04:09,13209.069166666666
4026,Pending Customer Response,Critical,2020-07-09,,
4027,Open,High,2020-05-02,,
4028,Open,Critical,2021-09-09,,
4029,Pending Customer Response,Low,2020-02-27,,
4030,Pending Customer Response,Medium,2020-09-14,,
4031,Open,Medium,2020-09-11,,
4032,Pending Customer Response,High,2021-11-03,,
4033,Closed,High,2021-07-23,2023-06-01 14:29:19,16286.488611111112
4034,Pending Customer Response,Critical,2020-06-14,,
4035,Pending Customer Response,Low,2021-08-18,,
4036,Closed,Medium,2020-02-29,2023-06-01 00:33:24,28512.556666666667
4037,Pending Customer Response,Medium,2020-03-22,,
4038,Pending Customer Response,Low,2021-05-18,,
4039,Closed,High,2020-10-09,2023-06-01 06:57:30,23166.958333333332
4040,Closed,Medium,2020-02-09,2023-06-01 10:12:31,29002.20861111111
4041,Open,Critical,2021-02-18,,
4042,Closed,Critical,2020-12-24,2023-06-01 17:22:33,21353.37583333333
4043,Closed,High,2020-01-29,2023-06-01 21:22:35,29277.37638888889
4044,Closed,Critical,2021-08-23,2023-06-01 20:25:36,15548.426666666666
4045,Open,Critical,2020-03-18,,
4046,Open,Critical,2020-11-06,,
4047,Pending Customer Response,Low,2020-10-10,,
4048,Closed,Critical,2021-01-06,2023-06-01 04:08:42,21028.145
4049,Closed,Medium,2021-01-09,2023-06-01 14:13:42,20966.228333333333
4050,Pending Customer Response,Critical,2020-10-16,,
4051,Open,High,2020-02-05,,
4052,Pending Customer Response,Low,2020-09-08,,
4053,Pending Customer Response,Low,2021-04-05,,
4054,Pending Customer Response,Medium,2021-09-07,,
4055,Open,Critical,2020-01-02,,
4056,Open,Medium,2021-03-05,,
4057,Open,Critical,2021-05-18,,
4058,Pending Customer Response,High,2021-09-06,,
4059,Closed,Medium,2021-03-04,2023-06-01 20:11:55,19676.19861111111
4060,Open,Low,2021-05-14,,
4061,Closed,Low,2021-02-03,2023-06-01 13:35:56,20365.59888888889
4062,Closed,Low,2020-03-02,2023-06-01 13:21:57,28477.365833333333
4063,Open,Medium,2020-08-13,,
4064,Closed,High,2021-12-27,2023-06-01 18:31:59,12522.533055555556
4065,Closed,High,2021-05-20,2023-06-01 05:27:00,17813.45
4066,Open,Low,2020-11-24,,
4067,Closed,High,2020-01-21,2023-06-01 19:55:03,29467.9175
4068,Pending Customer Response,High,2020-06-19,,
4069,Closed,Low,2021-06-13,2023-06-01 20:03:06,17252.051666666666
4070,Closed,Critical,2020-04-05,2023-06-01 04:18:08,27652.30222222222
4071,Open,Critical,2021-03-28,,
4072,Pending Customer Response,High,2021-10-30,,
4073,Pending Customer Response,Low,2020-05-13,,
4074,Open,Medium,2020-07-01,,
4075,Closed,High,2020-11-12,2023-06-01 21:46:16,22365.77111111111
4076,Open,High,2021-01-19,,
4077,Pending Customer Response,Critical,2020-07-23,,
4078,Closed,Critical,2020-12-25,2023-06-01 03:56:19,21315.938611111113
4079,Pending Customer Response,Medium,2021-07-12,,
4080,Closed,High,2021-11-03,2023-06-01 03:06:22,13803.10611111111
4081,Closed,High,2021-11-02,2023-06-01 05:04:23,13829.073055555555
4082,Pending Customer Response,High,2021-08-07,,
4083,Open,Medium,2021-06-16,,
4084,Pending Customer Response,Critical,2021-12-09,,
4085,Pending Customer Response,High,2021-04-13,,
4086,Pending Customer Response,Critical,2020-05-19,,
4087,Pending Customer Response,Medium,2021-10-23,,
4088,Open,Medium,2021-08-24,,
4089,Open,Critical,2020-09-02,,
4090,Closed,Critical,2020-02-15,2023-06-01 11:50:35,28859.843055555557
4091,Open,Medium,2021-01-03,,
4092,Closed,High,2021-10-28,2023-06-01 13:14:37,13957.243611111111
4093,Open,High,2021-02-26,,
4094,Open,High,2020-07-25,,
4095,Pending Customer Response,Medium,2021-10-24,,
4096,Pending Customer Response,High,2021-03-25,,
4097,Open,Low,2020-01-16,,
4098,Open,Medium,2021-11-21,,
4099,Open,Critical,2021-07-13,,
4100,Open,Medium,2021-10-22,,
4101,Pending Customer Response,Medium,2021-04-28,,
4102,Open,Medium,2021-04-14,,
4103,Closed,Critical,2020-12-16,2023-06-01 13:26:54,21541.448333333334
4104,Pending Customer Response,Low,2020-06-03,,
4105,Open,Medium,2020-04-02,,
4106,Open,Medium,2021-12-22,,
4107,Open,High,2020-12-08,,
4108,Pending Customer Response,Critical,2021-11-19,,
4109,Open,Critical,2021-09-09,,
4110,Open,Low,2021-10-21,,
4111,Closed,Critical,2020-06-04,2023-05-31 23:26:06,26207.435
4112,Closed,Low,2021-08-20,2023-06-01 05:32:08,15605.535555555556
4113,Open,Low,2020-12-04,,
4114,Open,Low,2021-11-15,,
4115,Pending Customer Response,Critical,2021-03-30,,
4116,Open,Low,2020-06-12,,
4117,Pending Customer Response,High,2021-02-18,,
4118,Pending Customer Response,High,2020-10-22,,
4119,Pending Customer Response,Critical,2020-12-19,,
4120,Closed,High,2020-02-17,2023-05-31 23:31:18,28799.521666666667
4121,Closed,High,2020-01-14,2023-06-01 15:44:20,29631.73888888889
4122,Pending Customer Response,Low,2021-10-16,,
4123,Closed,High,2021-11-17,2023-06-01 03:56:23,13467.939722222221
4124,Closed,Critical,2021-08-12,2023-06-01 15:25:24,15807.423333333334
4125,Open,Low,2021-04-13,,
4126,Pending Customer Response,Low,2021-06-27,,
4127,Closed,Medium,2020-07-21,2023-05-31 23:24:29,25079.408055555556
4128,Pending Customer Response,High,2021-05-06,,
4129,Closed,Low,2021-06-03,2023-06-01 11:08:31,17483.141944444444
4130,Open,Critical,2020-06-12,,
4131,Closed,Critical,2020-06-25,2023-06-01 01:47:35,25705.793055555554
4132,Closed,Medium,2021-12-18,2023-06-01 00:01:37,12720.026944444444
4133,Open,Critical,2021-04-02,,
4134,Closed,High,2020-05-01,2023-06-01 18:16:41,27042.278055555555
4135,Closed,High,2020-07-30,2023-06-01 23:07:42,24887.128333333334
4136,Pending Customer Response,Critical,2021-11-22,,
4137,Closed,High,2020-04-15,2023-06-01 04:32:45,27412.545833333334
4138,Open,High,2020-12-19,,
4139,Pending Customer Response,Low,2021-09-08,,
4140,Pending Customer Response,High,2020-05-01,,
4141,Open,Medium,2021-02-20,,
4142,Pending Customer Response,Medium,2021-07-11,,
4143,Pending Customer Response,Critical,2021-02-28,,
4144,Open,Critical,2021-02-07,,
4145,Open,Medium,2021-07-12,,
4146,Closed,Critical,2021-05-04,2023-06-01 17:02:58,18209.049444444445
4147,Pending Customer Response,Medium,2020-07-19,,
4148,Closed,Medium,2021-10-30,2023-06-01 07:28:01,13903.466944444444
4149,Closed,Critical,2021-04-07,2023-06-01 07:40:01,18847.666944444445
4150,Pending Customer Response,Low,2020-10-02,,
4151,Closed,Critical,2020-01-21,2023-06-01 23:14:05,29471.234722222223
4152,Closed,Low,2020-06-22,2023-06-01 20:29:07,25796.485277777778
4153,Closed,High,2020-10-20,2023-06-01 09:18:07,22905.301944444444
4154,Open,High,2021-06-29,,
4155,Open,High,2020-04-27,,
4156,Pending Customer Response,Medium,2021-12-15,,
4157,Pending Customer Response,High,2021-04-03,,
4158,Open,High,2021-04-18,,
4159,Pending Customer Response,Critical,2020-08-21,,
4160,Pending Customer Response,Medium,2021-09-29,,
4161,Pending Customer Response,Critical,2020-08-26,,
4162,Pending Customer Response,Low,2020-10-21,,
4163,Closed,Critical,2021-09-19,2023-06-01 13:40:23,14893.673055555555
4164,Open,Medium,2020-08-21,,
4165,Pending Customer Response,High,2020-01-19,,
4166,Pending Customer Response,Critical,2021-01-04,,
4167,Pending Customer Response,Low,2020-04-24,,
4168,Closed,Critical,2021-05-11,2023-06-01 12:51:31,18036.85861111111
4169,Pending Customer Response,Critical,2021-04-15,,
4170,Closed,Medium,2021-08-12,2023-06-01 01:53:35,15793.893055555556
4171,Pending Customer Response,Medium,2021-10-25,,
4172,Pending Customer Response,High,2021-02-02,,
4173,Pending Customer Response,Critical,2020-06-19,,
4174,Open,Medium,2020-12-20,,
4175,Pending Customer Response,Medium,2020-07-03,,
4176,Open,Low,2020-01-26,,
4177,Open,Low,2020-05-02,,
4178,Open,Medium,2021-01-14,,
4179,Closed,Low,2020-12-18,2023-06-01 19:20:48,21499.346666666668
4180,Open,Critical,2021-09-10,,
4181,Open,Medium,2021-06-19,,
4182,Pending Customer Response,Medium,2020-02-20,,
4183,Open,Medium,2021-10-14,,
4184,Pending Customer Response,Medium,2020-11-17,,
4185,Open,High,2020-07-22,,
4186,Pending Customer Response,High,2020-08-29,,
4187,Pending Customer Response,Critical,2020-09-22,,
4188,Pending Customer Response,Low,2021-01-04,,
4189,Pending Customer Response,Low,2021-12-16,,
4190,Pending Customer Response,High,2021-08-13,,
4191,Open,Critical,2020-07-06,,
4192,Pending Customer Response,Medium,2020-03-28,,
4193,Closed,Critical,2021-01-10,2023-06-01 08:28:08,20936.46888888889
4194,Open,Critical,2021-11-15,,
4195,Pending Customer Response,Medium,2020-03-08,,
4196,Pending Customer Response,Critical,2021-06-05,,
4197,Pending Customer Response,Medium,2020-11-21,,
4198,Pending Customer Response,Critical,2021-04-27,,
4199,Pending Customer Response,Medium,2020-02-19,,
4200,Pending Customer Response,Critical,2020-05-23,,
4201,Closed,Medium,2020-06-03,2023-06-01 18:30:17,26250.504722222224
4202,Pending Customer Response,Critical,2020-01-11,,
4203,Pending Customer Response,Medium,2020-07-31,,
4204,Open,High,2020-02-07,,
4205,Pending Customer Response,High,2021-05-31,,
4206,Open,Critical,2021-02-06,,
4207,Open,High,2021-11-14,,
4208,Open,Medium,2020-12-09,,
4209,Pending Customer Response,High,2020-09-19,,
4210,Pending Customer Response,Medium,2020-07-13,,
4211,Closed,Critical,2021-08-11,2023-06-01 07:20:30,15823.341666666667
4212,Closed,Low,2021-12-18,2023-06-01 18:37:32,12738.625555555556
4213,Open,High,2020-02-05,,
4214,Closed,Low,2020-08-28,2023-06-01 02:08:34,24170.14277777778
4215,Pending Customer Response,High,2021-02-19,,
4216,Open,High,2020-09-22,,
4217,Pending Customer Response,High,2020-07-06,,
4218,Closed,Low,2020-09-13,2023-06-01 10:46:40,23794.777777777777
4219,Open,Medium,2020-03-31,,
4220,Pending Customer Response,Medium,2021-05-30,,
4221,Pending Customer Response,High,2020-08-01,,
4222,Pending Customer Response,High,2020-05-14,,
4223,Pending Customer Response,Critical,2021-05-29,,
4224,Pending Customer Response,Critical,2021-01-24,,
4225,Pending Customer Response,Medium,2020-04-29,,
4226,Pending Customer Response,Low,2021-08-19,,
4227,Pending Customer Response,Low,2020-08-09,,
4228,Open,High,2020-01-01,,
4229,Open,Critical,2021-03-12,,
4230,Closed,Critical,2020-11-19,2023-06-01 15:43:56,22191.73222222222
4231,Open,High,2021-07-10,,
4232,Closed,Critical,2021-02-02,2023-06-01 08:35:00,20384.583333333332
4233,Pending Customer Response,Medium,2020-05-28,,
4234,Closed,High,2020-12-26,2023-06-01 03:22:03,21291.3675
4235,Closed,High,2021-07-30,2023-06-01 19:50:03,16123.834166666667
4236,Closed,Critical,2021-10-16,2023-06-01 07:25:04,14239.417777777779
4237,Pending Customer Response,High,2021-12-22,,
4238,Closed,Low,2021-02-27,2023-05-31 23:37:07,19775.618611111113
4239,Pending Customer Response,Critical,2020-11-26,,
4240,Closed,Critical,2021-11-19,2023-06-01 11:42:11,13427.703055555556
4241,Open,High,2021-01-26,,
4242,Closed,Medium,2021-04-19,2023-06-01 20:24:14,18572.40388888889
4243,Closed,Critical,2020-01-14,2023-06-01 19:16:16,29635.27111111111
4244,Closed,High,2020-12-11,2023-06-01 09:28:16,21657.47111111111
4245,Open,High,2021-09-16,,
4246,Pending Customer Response,Medium,2020-12-31,,
4247,Closed,High,2021-11-11,2023-06-01 19:48:20,13627.805555555555
4248,Pending Customer Response,Critical,2021-07-07,,
4249,Pending Customer Response,Critical,2020-09-13,,
4250,Pending Customer Response,Low,2021-05-11,,
4251,Pending Customer Response,Medium,2021-09-28,,
4252,Pending Customer Response,High,2021-05-18,,
4253,Open,Critical,2021-03-25,,
4254,Closed,High,2021-03-15,2023-06-01 14:32:28,19406.54111111111
4255,Open,High,2020-03-01,,
4256,Pending Customer Response,High,2021-12-17,,
4257,Closed,Critical,2021-08-23,2023-06-01 01:38:31,15529.641944444444
4258,Open,Medium,2020-12-06,,
4259,Closed,Medium,2021-11-05,2023-06-01 19:56:34,13771.942777777778
4260,Pending Customer Response,Critical,2021-05-22,,
4261,Pending Customer Response,High,2020-01-31,,
4262,Open,Critical,2020-08-09,,
4263,Open,Medium,2021-01-23,,
4264,Open,High,2020-03-28,,
4265,Closed,Critical,2020-06-20,2023-06-01 18:35:40,25842.594444444443
4266,Pending Customer Response,High,2020-06-08,,
4267,Closed,Critical,2020-11-05,2023-06-01 17:14:42,22529.245
4268,Closed,Critical,2020-06-06,2023-06-01 16:43:44,26176.72888888889
4269,Closed,Low,2020-04-24,2023-06-01 02:42:46,27194.71277777778
4270,Open,Critical,2020-05-14,,
4271,Pending Customer Response,High,2021-11-06,,
4272,Pending Customer Response,High,2020-06-17,,
4273,Open,High,2020-10-30,,
4274,Pending Customer Response,High,2021-03-22,,
4275,Closed,Medium,2020-08-01,2023-06-01 10:06:54,24826.115
4276,Pending Customer Response,Critical,2020-06-23,,
4277,Pending Customer Response,Critical,2021-02-20,,
4278,Open,High,2021-05-16,,
4279,Open,Low,2021-05-14,,
4280,Open,Medium,2020-01-07,,
4281,Pending Customer Response,Critical,2020-02-29,,
4282,Closed,Medium,2021-07-29,2023-06-01 06:13:04,16134.217777777778
4283,Open,High,2020-05-06,,
4284,Pending Customer Response,Medium,2021-09-21,,
4285,Closed,Low,2020-10-31,2023-06-01 08:15:09,22640.2525
4286,Pending Customer Response,Critical,2020-05-02,,
4287,Open,Medium,2021-04-21,,
4288,Closed,Critical,2021-10-07,2023-06-01 16:13:13,14464.220277777778
4289,Open,Medium,2021-05-13,,
4290,Pending Customer Response,High,2020-08-31,,
4291,Pending Customer Response,Medium,2020-07-19,,
4292,Closed,Low,2021-09-13,2023-06-01 22:41:18,15046.688333333334
4293,Pending Customer Response,Medium,2020-12-15,,
4294,Pending Customer Response,Critical,2021-05-09,,
4295,Pending Customer Response,High,2021-04-15,,
4296,Pending Customer Response,Critical,2021-03-25,,
4297,Pending Customer Response,Low,2020-11-20,,
4298,Open,High,2020-03-03,,
4299,Pending Customer Response,Low,2021-02-26,,
4300,Open,High,2020-09-10,,
4301,Pending Customer Response,Medium,2021-02-02,,
4302,Closed,Medium,2020-12-22,2023-06-01 08:41:31,21392.691944444443
4303,Open,Low,2020-05-03,,
4304,Pending Customer Response,Medium,2021-01-29,,
4305,Closed,Medium,2020-03-25,2023-06-01 04:46:35,27916.776388888888
4306,Pending Customer Response,High,2020-03-18,,
4307,Open,Medium,2020-12-20,,
4308,Pending Customer Response,Low,2020-01-13,,
4309,Open,Medium,2021-02-06,,
4310,Open,Low,2021-04-29,,
4311,Closed,Critical,2020-10-06,2023-06-01 10:24:42,23242.411666666667
4312,Pending Customer Response,High,2021-08-09,,
4313,Open,Critical,2020-05-27,,
4314,Pending Customer Response,Low,2021-12-30,,
4315,Closed,Critical,2020-02-03,2023-06-01 09:05:47,29145.096388888887
4316,Open,High,2020-10-26,,
4317,Pending Customer Response,Low,2021-07-21,,
4318,Open,Low,2021-04-21,,
4319,Pending Customer Response,Critical,2021-07-30,,
4320,Pending Customer Response,High,2021-04-14,,
4321,Pending Customer Response,Low,2021-12-26,,
4322,Pending Customer Response,Medium,2021-05-26,,
4323,Open,High,2020-12-11,,
4324,Closed,Low,2020-01-24,2023-06-01 06:29:00,29382.483333333334
4325,Pending Customer Response,Medium,2020-05-28,,
4326,Pending Customer Response,High,2020-02-28,,
4327,Pending Customer Response,Low,2020-12-11,,
4328,Pending Customer Response,Medium,2020-06-30,,
4329,Open,Critical,2020-08-01,,
4330,Open,Low,2021-02-25,,
4331,Open,High,2020-02-23,,
4332,Pending Customer Response,Medium,2020-10-01,,
4333,Pending Customer Response,Critical,2021-04-24,,
4334,Closed,Medium,2021-07-18,2023-06-01 17:39:14,16409.65388888889
4335,Pending Customer Response,Medium,2020-03-02,,
4336,Closed,Critical,2021-12-30,2023-06-01 13:58:17,12445.97138888889
4337,Closed,Critical,2021-07-13,2023-06-01 09:10:19,16521.171944444446
4338,Pending Customer Response,Critical,2020-12-31,,
4339,Open,Low,2021-09-07,,
4340,Closed,High,2021-03-02,2023-06-01 20:15:22,19724.25611111111
4341,Open,Medium,2021-07-21,,
4342,Pending Customer Response,Medium,2020-12-19,,
4343,Closed,Low,2020-10-07,2023-06-01 15:44:27,23223.740833333333
4344,Open,High,2021-05-08,,
4345,Pending Customer Response,Low,2021-04-22,,
4346,Open,Low,2021-06-19,,
